Asignatura;Identificador;TituloIndice;Enunciado;Opciones;RespuestaCorrecta;Comentario;Anulada;Imagen;Dificultad
VASCULAR;MIR 2018-2019, P32;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº32. Mujer de 53 años derivada desde atención primaria a consultas de medicina interna para estudio de fiebre de origen desconocido y cuadro constitucional. No se asocia ninguna otra sintomatología. En los estudios analíticos se observa anemia normocítica con aumento de PCR (148 mg/L). Se realiza una amplia batería de pruebas (que incluye hemocultivos, serologías, estudios de auto inmunidad, biopsia de arteria temporal, ecocardiograma transtorácico , ecografía abdominal y gammagrafía con galio) que no resultan diagnósticas. Se decide realizar la prueba que se aporta (imagen). ¿Cuál de los siguientes diagnósticos le parece MENOS probable?;1. Enfermedad por Ig G4. | 2. Enfermedad de Takayasu. | 3. Arteritis de la arteria temporal. | 4. Tromboangeitis obliterante.;4;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2018-2019,_P32_p9_1.png;DIFICIL
VASCULAR;MIR 2019-2020, P125;1. La Isquemia Arterial Crónica;¿Cuál de las siguientes afirmaciones es cierta en relación con el síndrome de Leriche?:;1. Es un cuadro clínico que comprende la triada claudicación plantar, impotencia coeundi y ausencia de pulsos distales. | 2. Es consecuencia de una oclusión fémoropoplítea bilateral. | 3. Los pulsos femorales están ausentes. | 4. La arteriografía es la primera prueba diagnóstica a realizar;3;--;NO;--;FACIL
VASCULAR;MIR 2020-2021, P135;1. La Isquemia Arterial Crónica;Paciente de 64 años, fumador de 1 paquete al día, con antecedentes personales de diabetes mellitus tipo 2 y dislipemia, que acude a consulta refiriendo dolor en la pantorrilla derecha cuando camina 200 metros y que mejora con el reposo. ¿Qué prueba le realizaría en primer lugar?:;1. Índice tobillo brazo. | 2. Eco Doppler de miembros inferiores. | 3. Radiografía de columna lumbar. | 4. TC abdominal;1;--;NO;--;MEDIO
VASCULAR;MIR 2020-2021, P139;1. La Isquemia Arterial Crónica;Respecto a la tromboangitis obliterante (enfermedad de Buerger) señale la :;1. Predomina en el sexo femenino. | 2. La presencia de reactantes de fase aguda determina el pronóstico. | 3. La evolución de las lesiones depende fundamentalmente de la supresión del hábito tabáquico. | 4. Se caracteriza por ser una trombosis inflamatoria segmentaria, ateromatosa, que afecta a arterias y venas de mediano y pequeño calibre;3;--;NO;--;FACIL
VASCULAR;MIR 2022-2023, P30;1. La Isquemia Arterial Crónica;El flujo sanguíneo turbulento tiende a aumentar en proporción directa a todos los siguientes factores EXCEPTO UNO. Señale cuál:;1. Viscosidad de la sangre. | 2. Velocidad del flujo sanguíneo. | 3. Diámetro del vaso sanguíneo. | 4. Densidad de la sangre;1;--;NO;--;FACIL
VASCULAR;MIR 2023-2024, P179;1. La Isquemia Arterial Crónica;Mujer de 23 años que seis meses antes inició cuadro de astenia y febrícula y en el último mes se añadió dolor en extremidad superior derecha, sobre todo con la movilización y la elevación mantenida. En la exploración física se detectó un soplo en la zona supraclavicular derecha, una disminución del pulso radial derecho y una disminución de presión arterial de 30 mmHg en esta extremidad respecto a la izquierda. La VSG fue de 20 mm y la bioquímica y el hemograma no mostraron alteraciones destacables. Con la sospecha diagnóstica inicial de una vasculitis de grandes vasos, señale la respuesta INCORRECTA:;1. Algunos pacientes presentan estenosis arteriales establecidas que se detectan de forma casual en una fase inactiva. | 2. Sus manifestaciones vasculares periféricas son soplos vasculares, disminución de pulsos y claudicación de extremidades en más de la mitad de los pacientes. | 3. La VSG normal descartaría el diagnóstico de sospecha. | 4. Un estudio angiográfico con resonancia magnética es de gran utilidad en su diagnóstico, ya que proporciona información de la luz vascular y de la afectación inflamatoria de la pared de la aorta y sus ramas principales;3;--;NO;--;DIFICIL
VASCULAR;MIR 2023-2024, P189;1. La Isquemia Arterial Crónica;En relación con el índice tobillo-brazo, señale la :;1. Se obtiene calculando la relación entre la presión diastólica en el tobillo y la presión diastólica braquial. | 2. Se considera normal si se obtienen valores entre 1 y 1,5. | 3. Tiene una sensibilidad del 95 % y una especificidad del 60 % para el diagnóstico de enfermedad arterial periférica. | 4. Se considera un indicador por sí mismo de enfermedad arteriosclerótica;4;--;NO;--;DIFICIL
VASCULAR;MIR 2024-2025, P22;1. La Isquemia Arterial Crónica;Pregunta asociada a la imagen 22. Mujer de 58 años acude a urgencias por dolor en la punta de los dedos de la mano. No tiene alergias conocidas, ni hábitos tóxicos. Entre los antecedentes explica tres abortos, una apendicetomía, sensación frecuente de reflujo retroesternal y, desde hace unos 5 años aproximadamente, presenta con la exposición al frío episodios de palidez en los dedos de ambas manos que cada vez se han hecho más intensos. A la vista de la imagen, ¿cuál de las siguientes actitudes se plantea realizar en primer lugar?:;1. Solicitar una TC torácica. | 2. Valoración de tratamiento quirúrgico por cirugía vascular. | 3. Determinación de ANA y anti-centrómero. | 4. Tratamiento vasodilatador con prostaglandinas intravenosas;4;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2024-2025,_P22_p12_1.png;MEDIO
VASCULAR;MIR 2013-2014, P75;1. La Isquemia Arterial Crónica;La isquemia aguda de una extremidad consiste en una disminución brusca de la perfusión arterial. Es importante diferenciar entre trombosis y embolia arterial para poder indicar el tratamiento más adecuado. ¿Cuál de las siguientes es la correcta?;1. La presencia de foco embolígeno y pulsos distales en la extremidad contralateral hace sospechar una trombosis arterial. | 2. Si el paciente tiene antecedentes de claudicación y la clínica es de inicio brusco sospecharemos embolia arterial en primer lugar. | 3. Si la extremidad contralateral tiene todos los pulsos presentes y la clínica se inicia de forma lenta, sospecharemos una trombosis arterial. | 4. Si la clínica se inicia de forma brusca en un paciente con foco embolígeno sospecharemos una embolia arterial. | 5. Si el paciente es portador de una derivación arterial previa sospecharemos de embolia arterial;4;--;NO;--;MEDIO
VASCULAR;MIR 2019-2020, P126;1. La Isquemia Arterial Crónica;Hombre de 73 años con antecedente de infarto agudo de miocardio tratado con angioplastia coronaria transluminal percutánea hace 6 semanas. Acude a urgencias por dolor brusco, frialdad y pérdida de motilidad de la extremidad inferior derecha. En la exploración está presente el pulso femoral derecho, con ausencia del resto de los pulsos de esa extremidad. Conserva pulsos a todos los niveles en la extremidad contralateral. Respecto al diagnóstico de sospecha, señale la afirmación FALSA:;1. La causa más probable es de origen embolígeno. | 2. La parálisis es un signo de aparición tardía que indica que el tratamiento revascularizador debe realizarse lo antes posible. | 3. El tratamiento consiste en embolectomía arterial femoral con sonda de Fogarty. | 4. En caso de parálisis rígida con anestesia profunda y ausencia de señal Doppler está indicada una arteriografía urgente;4;--;NO;--;MEDIO
VASCULAR;MIR 2021-2022, P130;1. La Isquemia Arterial Crónica;Varón de 85 años en fibrilación auricular permanente que consulta por sufrir un dolor brusco y frialdad en el pie derecho desde hace 6 horas. En la exploración presenta cianosis plantar con déficit parcial de sensibilidad y movilidad. El pulso femoral es palpable, estando ausentes los pulsos poplíteo y distales de dicha extremidad. De las siguientes ¿cuál es la actitud terapéutica idónea?:;1. Desestimar la cirugía de revascularización, por el tiempo prolongado de isquemia. | 2. Aplicar calor y avisar al cirujano vascular de guardia. | 3. Tratamiento quirúrgico urgente mediante tromboembolectomía. | 4. Tratamiento médico urgente con prostaglandinas intravenosas;3;--;NO;--;DIFICIL
VASCULAR;MIR 2024-2025, P107;1. La Isquemia Arterial Crónica;En un paciente que tras una embolectomía por isquemia arterial aguda secundaria a un émbolo en la bifurcación aorto-ilíaca, presenta hipotensión, hipercalciuria, mioglobinuria e insuficiencia renal, ¿cuál de entre los siguientes es el diagnóstico más probable?;1. Trombosis arterial recurrente. | 2. Síndrome de reperfusión. | 3. Necrosis muscular. | 4. Neuropatía isquémica;2;--;NO;--;MEDIO
VASCULAR;MIR 2025-2026, P82;1. La Isquemia Arterial Crónica;Respecto a la embolia y la trombosis en las extremidades inferiores, indica la correcta:;1. La trombosis arterial se da frecuentemente en pacientes con arritmia cardíaca. | 2. Los pacientes con una embolia arterial refieren de forma habitual clínica de claudicación previa. | 3. La embolia se trata habitualmente mediante anticoagulación. | 4. En la angiografía de un paciente con trombosis arterial se objetiva mayor desarrollo de circulación colateral;4;--;NO;--;MEDIO
VASCULAR;MIR 2020-2021, P89;1. La Isquemia Arterial Crónica;Para tratar el dolor neuropático periférico se podría utilizar uno de los siguientes fármacos antiepilépticos:;1. Etosuximida. | 2. Vigabatrina. | 3. Gabapentina. | 4. Levetiracetam;3;--;NO;--;FACIL
VASCULAR;MIR 2006-2007, P80;1. La Isquemia Arterial Crónica;Acude al servicio de urgencias una mujer de 28 años, brasileña, con un cuadro de hemiparesia derecha de horas de evolución. Durante los últimos meses se había quejado de entumecimiento y sensación de cansancio en extremidades superiores durante su utilización. En la exploración destaca la auscultación de un soplo diastólico en foco aórtico y una disminución muy marcada de ambos pulsos radiales. En relación con la patología que podría padecer la paciente, una de las siguientes afirmaciones es FALSA:;1. Puede aparecer una diferencia mayor de 10 mm Hg al medir la tensión arterial entre ambos brazos. | 2. El estudio complementario fundamental para el diagnóstico es la arteriografía. | 3. Aunque es más frecuente en las razas orientales y en ciertos países de Sudamérica, se han descrito casos en todas las razas. | 4. El tratamiento inicial recomendado consiste en la administración de prednisona a dosis de 1 mg/kg/día. | 5. La afectación de las arterias coronarias es extremadamente frecuente;5;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P117;1. La Isquemia Arterial Crónica;Hombre de 76 años con antecedentes de hipertensión arterial en tratamiento con enalapril que consulta por presentar de forma brusca disartria y hemiparesia derecha que desaparece en doce horas. Eco-Doppler de troncos supraaórticos: ateromatosis carotídea bilateral con estenosis del 55% en la carótida izquierda, y del 30% en la derecha. Electrocardiograma: fibrilación auricular con respuesta ventricular a 90 lpm. TAC craneal: normal. Para la prevención de nuevos episodios su tratamiento inicial sería:;1. Acenocumarol, ajustándolo a la dosis que consiga un INR de 2.5. | 2. Ácido acetilsalicílico: 300 mg al día. | 3. Clopidogrel: 75 mg al día. | 4. Angioplastia transluminal percutánea carotídea izquierda. | 5. Endarterectomía carotídea izquierda;1;--;NO;--;MEDIO
VASCULAR;MIR 2008-2009, P239;1. La Isquemia Arterial Crónica;¿Dónde se origina la arteria coroidea anterior?:;1. Arteria carótida común. | 2. Arteria carótida interna. | 3. Arteria cerebral media. | 4. Arteria cerebral anterior. | 5. Arteria comunicante posterior;2;--;NO;--;FACIL
VASCULAR;MIR 2009-2010, P51;1. La Isquemia Arterial Crónica;La indicación más aceptada de tratamiento quirúrgico o endovascular de las estenosis de la arteria de carótida interna extracraneal a nivel de la bifurcación asintomática es cuando la arteria presenta:;1. Estenosis del 50% de la luz de la arteria. | 2. Estenosis del 30% de la luz. | 3. Estenosis del 90% de la luz. | 4. Estenosis del 70% de la luz. | 5. Estenosis del 10% de la luz;4;--;NO;--;MEDIO
VASCULAR;MIR 2009-2010, P63;1. La Isquemia Arterial Crónica;Hombre de 73 años, fumador de 40 cigarrillos al día, diabético e hipertenso mal controlado, sin antecedentes de ictus. Acude a Urgencias por un cuadro de 6 horas de evolución que aúna los siguientes síntomas y signos: vértigo, visión doble, ptosis y miosis del ojo izquierdo, disartria, disfagia, ronquera, entumecimiento del lado izquierdo de la cara y de los miembros derechos. La TC craneal muestra una marcada leucoaraiosis. La analítica es anodina. La radiografía de tórax no aporta datos de interés y el ECG muestra un ritmo sinusal y signos de hipertrofia ventricular izquierda. Asumiendo que el paciente tiene un ictus, ¿cuál de las siguientes causas es la única posible?:;1. Disección de la arteria carótida interna izquierda. | 2. Trombosis de la arteria cerebelosa anteroinferior derecha. | 3. Trombosis de la arteria cerebelosa posteroinferior derecha. | 4. Trombosis de la arteria vertebral izquierda. | 5. Trombosis de la arteria cerebelosa anteroinferior izquierda;4;--;NO;--;MEDIO
VASCULAR;MIR 2014-2015, P228;1. La Isquemia Arterial Crónica;Una mujer de 58 años ingresa en la Unidad de Corta Estancia Médica por un cuadro clínico que comenzó con un episodio de síncope y a continuación presentó sensación de mareo y disnea. En la exploración física se encuentra sudorosa, afebril a 126 latidos por minuto y a 30 respiraciones por minuto, con una presión arterial de 88/46 y una saturación de oxígeno del 85% mientras respira aire ambiente. La auscultación cardíaca muestra taquicardia sin soplos ni galope y la auscultación pulmonar es limpia. ¿Cuál, de entre los siguientes, le parece diagnóstico más probable?;1. Tromboembolismo pulmonar | 2. Accidente cerebrovascular agudo de territorio posterior | 3. Síndrome coronario agudo | 4. Shock hipovolémico | 5. Edema agudo de pulmón secundario a flutter auricular;1;--;NO;--;MEDIO
VASCULAR;MIR 2016-2017, P2;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº2 ¿Dónde se localiza la arteria basilar?;1. 1 | 2. 2 | 3. 3 | 4. 4;2;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2016-2017,_P2_p18_1.png;FACIL
VASCULAR;MIR 2017-2018, P32;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº32 ¿Cuál de las siguientes estructuras corresponde 7 a la arteria vertebral?;1. 1. | 2. 2. | 3. 3. | 4. 4;3;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2017-2018,_P32_p18_1.png;FACIL
VASCULAR;MIR 2017-2018, P37;1. La Isquemia Arterial Crónica;¿Cuál de las siguientes arterias NO es rama de la arteria carótida externa?;1. Arteria lingual. | 2. Arteria facial. | 3. Arteria oftálmica. | 4. Arteria temporal superficial;3;--;NO;--;FACIL
VASCULAR;MIR 2021-2022, P205;1. La Isquemia Arterial Crónica;Varón de 61 años, fumador e hipertenso, que acude a urgencias por pérdida súbita de fuerza y sensación de hormigueo en la mano derecha de unos 15 minutos de duración, con recuperación posterior casi completa. ECG: ritmo sinusal a 93 lpm. En relación con el diagnóstico más probable, señale la respuesta FALSA:;1. Una causa probable es una embolia arterioarterial por desprendimiento de una placa carotídea. | 2. El ecografía-doppler de troncos supraaórticos es poco útil para el diagnóstico. | 3. Es necesario realizar una TC craneal para evaluar la repercusión sobre el parénquima cerebral. | 4. El tratamiento quirúrgico está indicado si las pruebas de imagen revelan una estenosis carotídea >70%;2;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P84;1. La Isquemia Arterial Crónica;Una mujer de 84 años acude a nuestra consulta por dolor crónico, a veces intenso, en la zona media de la columna vertebral torácica, que aumenta al sentarse y levantarse. A la exploración se detecta una marcada cifosis y contractura de la musculatura paravertebral. También se palpa una masa pulsátil en el epigastrio. ¿Cuál es la causa más probable del dolor?:;1. Aneurisma abdominal con erosión vertebral acompañante. | 2. Estenosis de canal lumbar. | 3. Hernia de disco aguda. | 4. Osteoporosis con aplastamiento vertebral. | 5. Enfermedad de Paget;4;--;NO;--;MEDIO
VASCULAR;MIR 2007-2008, P35;1. La Isquemia Arterial Crónica;La opción terapéutica más recomendada en el momento actual para el aneurisma de aorta abdominal de gran tamaño en pacientes de alto riesgo quirúrgico es:;1. Resección del aneurisma e injerto quirúrgico convencional. | 2. Inducción de la trombosis del saco y bypass axilo-bifemoral. | 3. Tratamiento endovascular con implantación de endoprótesis. | 4. Vigilancia del crecimiento aneurismático. | 5. Cirugía por vía laparoscópica;3;--;NO;--;FACIL
VASCULAR;MIR 2008-2009, P237;1. La Isquemia Arterial Crónica;Indique cuál de las siguientes ramas arteriales no procede de la arteria aorta abdominal:;1. Tronco arterial celíaco. | 2. Arteria sacra media. | 3. Arteria diafragmática superior. | 4. Arteria renal derecha. | 5. Arteria gonadal derecha;3;--;NO;--;FACIL
VASCULAR;MIR 2008-2009, P238;1. La Isquemia Arterial Crónica;La arteria hemorroidal superior que irriga al recto es una rama de la arteria:;1. Ilíaca externa. | 2. Mesentérica inferior. | 3. Ilíaca interna. | 4. Mesentérica superior. | 5. Gastroepiploica inferior;2;--;NO;--;FACIL
VASCULAR;MIR 2019-2020, P12;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº12 Paciente de 72 años remitido a urgencias tras padecer un síncope. Presenta hipotensión y dolor abdominal con irradiación lumbar. Se realiza TC abdominal con contraste intravenoso. ¿Cuál sería su diagnóstico y la actitud a seguir?:;1. Absceso de psoas izquierdo. Realizaría tratamiento sintomático y lo mantendría en observación a la espera de analíticas y otras pruebas complementarias. | 2. Aneurisma de aorta abdominal roto. Es una emergencia y la primera opción es tratamiento quirúrgico o endovascular. | 3. Completaría el estudio con una ecografía abdominal para realizar el diagnóstico diferencial entre absceso de psoas y aneurisma de aorta abdominal roto. | 4. Tumoración hipervascular del psoas. Realizaría resonancia magnética para una mejor caracterización;2;--;NO;--;MEDIO
VASCULAR;MIR 2019-2020, P13;1. La Isquemia Arterial Crónica;Pregunta vinculada a la imagen nº13 Mujer de 72 años con antecedentes de fibrilación auricular en tratamiento con anticoagulantes orales. Presenta dolor abdominal focalizado en hipogastrio y fosa ilíaca izquierda. INR 5. Hemoglobina 8,7 g/dl, hematocrito 25 %. ¿Cuál es el diagnóstico que le sugiere la imagen?:;1. Hernia complicada de pared abdominal. | 2. Seroma post-quirúrgico. | 3. Absceso en la vaina del recto anterior izquierdo del abdomen. | 4. Hematoma en la vaina del recto anterior izquierdo del abdomen;4;--;NO;imagenes/VASCULAR_ordenadas_por_temas_(hasta_2026)/1._La_Isquemia_Arterial_Cronica/MIR_2019-2020,_P13_p22_1.png;MEDIO
VASCULAR;MIR 2021-2022, P204;1. La Isquemia Arterial Crónica;En relación con los aneurismas de aorta abdominal, señale la respuesta FALSA:;1. Está indicada su reparación quirúrgica cuando el diámetro aneurismático supera los 5-5,5 cm de diámetro. | 2. Suelen ser asintomáticos y de diagnóstico casual en el transcurso de pruebas de imagen hechas por otros motivos. | 3. La complicación más frecuente es la trombosis aneurismática. | 4. En caso de rotura está indicado el tratamiento quirúrgico urgente mediante cirugía abierta o endovascular;3;--;NO;--;FACIL
VASCULAR;MIR 2025-2026, P3;1. La Isquemia Arterial Crónica;Ingresa una paciente de 83 años para tratamiento de aneurisma de aorta abdominal de 50mm, por crecimiento rápido en los últimos 6 meses. Entre sus antecedentes destaca: hipertensión arterial, dislipemia, portadora de marcapasos por bloqueo auriculo-ventricular completo como antecedentes. Veinticuatro horas tras la cirugía la paciente presenta distensión, dolor abdominal y rectorragias, acompañado de leucocitosis 32.100ul, con el 95% de neutrófilos y 278 de LDH como únicas alteraciones analíticas, por lo que se realiza un angio-tomografía computerizada, con las siguiente imagen (IMAGEN 3). ¿Cuál es el diagnóstico más probable?;1. Isquemia mesentérica aguda | 2. Isquemia mesentérica crónica | 3. Isquemia mesentéricas no oclusiva | 4. Colitis isquémica;4;--;NO;--;MEDIO
VASCULAR;MIR 2006-2007, P35;1. La Isquemia Arterial Crónica;Una de las siguientes afirmaciones sobre el aneurisma de la aorta torácica NO es correcta:;1. Los aneurismas no disecantes asintomáticos tienen una probabilidad de rotura a los 5 años menor del 5 por ciento. | 2. Las mujeres presentan aneurismas en edad superior a los hombres. | 3. La mayor edad se asocia a un mayor riesgo de rotura. | 4. Pueden producir disfonía. | 5. El tamaño mayor se asocia a mayor posibilidad de rotura;1;--;NO;--;FACIL
VASCULAR;MIR 2012-2013, P88;1. La Isquemia Arterial Crónica;Ante un paciente de 50 años con sospecha clínica de disección aguda de aorta tipo A (clasificación de Stanford) en situación inestable (dolor precordial agudo, hipotensión arterial ligera y ansiedad intensa), indique el estudio diagnóstico pertinente para confirmar el diagnóstico e identificar los detalles anatómicos previo a la cirugía.;1. Tomografía computarizada. | 2. Ecocardiografía transesofágica. | 3. Ecocardiografía transtorácica. | 4. Resonancia magnética. | 5. Aortografía;1;--;NO;--;MEDIO
